name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost for two,Cost For Person
gilly's restobar,No,Yes,4.5  out of 5,3915,080 45128795,Koramangala 5th Block,"Pub, Casual Dining","Thai Crispy Chicken, Mojito, Watermelon Martini, Chicken Biryani, Beef Fry, Cocktails, Calamari","Finger Food, Continental, North Indian",1000,500.0
royal calcutta restaurant,Yes,No,4.0  out of 5,270,"00 08042097047
+91 7204137966",Koramangala 1st Block,Quick Bites,"Plain Paratha, Prawn, Chicken Biryani, Chicken Dak Bunglow, Chicken Masala, Roti, Aloo Posto","North Indian, Chinese, Bengali",450,225.0
tarbouche,Yes,No,4.0  out of 5,269,080 49652642,Koramangala 5th Block,Kiosk,"Falafel, Lamb Kebab, Fattoush, Teriyaki Chicken, Fries, Shawarma, Chicken Kebab","Turkish, Rolls",300,150.0
malabar bay,Yes,Yes,4.2  out of 5,1543,"+91 8033037820
+91 7829999500",BTM,Casual Dining,"Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta","Kerala, Seafood, Chinese, Biryani, Juices",800,400.0
what'sinapita,Yes,No,3.9  out of 5,231,+91 9108974600,Koramangala 1st Block,Delivery,"Falafel Wrap, Salads, Brownie Fudge, Fattoush Salad, Chicken Wings, Pita Bread, Paneer Wrap","Mediterranean, Middle Eastern, Wraps, Rolls",400,200.0
smally's resto cafe,Yes,Yes,4.2  out of 5,1704,"+91 7406772442
+91 7406772332",Koramangala 5th Block,Cafe,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken","Cafe, Italian, Burger, American, Steak",650,325.0
desi flavours,Yes,No,3.9  out of 5,121,+91 8197326836,Koramangala 1st Block,Quick Bites,"Chicken Biryani, Thali, Rolls, Ambur Biryani, Palak Paneer, Salad, Bhatti Ka Murgh","North Indian, Chinese, Biryani",400,200.0
kairali,Yes,No,3.9  out of 5,172,+91 9844034033,BTM,Quick Bites,"Beef Fry, Fish Fry, Appam, Masala Prawn, Egg Roast, Chicken Curry, Biryani","South Indian, Seafood, Biryani",300,150.0
the egg factory,Yes,No,4.0  out of 5,139,"080 49777725
+91 9606867098",HSR,Casual Dining,"Shakshouka, Kothu Paratha, Scrambled Eggs, Pasta, English Breakfast, Cheese Omelette, Masala Omelette","Continental, American",750,375.0
krispy kreme,Yes,No,3.9  out of 5,151,080 25720338,HSR,Dessert Parlor,"Donut, Chocolate Doughnut, Chocolate Milkshake, Filter Coffee","Desserts, Beverages",300,150.0
tibetan kitchen,Yes,No,4.3  out of 5,246,080 25524435,Koramangala 5th Block,Quick Bites,"Noodles, Pasta, Tibetan Momos, Clear Soup, Thukpa, Steak, Chicken Momo","Tibetan, Chinese, Continental, Momos",600,300.0
raichur biryani house,Yes,No,3.8  out of 5,283,"+91 8050008880
+91 8050511500",HSR,Quick Bites,"Chicken Biryani, Dum Biryani, Vegetable Biryani, Mutton Biryani","Biryani, North Indian, Chinese",400,200.0
99 pancakes,Yes,No,4.5  out of 5,344,080 43729195,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Waffles, Nutella Pancakes","Desserts, Cafe",300,150.0
karahi kitchen,Yes,No,4.1  out of 5,167,080 49653156,Koramangala 5th Block,Delivery,Chicken Biryani,"Andhra, Biryani, Chinese",300,150.0
once upon a flame,Yes,No,4.5  out of 5,2073,+91 7760533337,HSR,Casual Dining,"Burgers, Pasta, Mocktails, Mashed Potato, Salads, Chicken Steak, Beef Steak","Steak, Continental, Burger, BBQ",1200,600.0
the shawarma shop,Yes,No,4.1  out of 5,382,+91 9343665007,BTM,Quick Bites,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",Arabian,250,125.0
mcdonald's,Yes,No,3.8  out of 5,295,+91 8928304180,Koramangala 5th Block,Quick Bites,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Paneer Pockets, Tikki, Chicken Maharaja Mac","Fast Food, Burger",500,250.0
the bong palate,Yes,No,3.8  out of 5,63,"+91 6363053927
+91 9886076868",BTM,Quick Bites,"Mutton Kosha, Basanti Pulao, Fish Curry, Chicken Biryani","Bengali, North Indian, Chinese",300,150.0
magix's parattha roll,Yes,No,3.7  out of 5,185,080 49652620,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Fast Food, North Indian, Chinese, Mughlai, Rolls",400,200.0
tapri by the corner,Yes,No,4.1  out of 5,205,+91 7349385173,Koramangala 5th Block,Quick Bites,"Tea, Chole, Khichda, Butter Paneer, Paneer Bhurji, Paratha, Masala Chai",Fast Food,250,125.0
rolla rappa,Yes,No,3.6  out of 5,176,+91 8147491682,HSR,Delivery,"Rolls, Tandoori Momos, Soya Chaap, Peri Peri Chicken Roll, Chicken Biryani, Fries, Paneer Roll","Biryani, Fast Food, Rolls, Momos",400,200.0
pin me down,Yes,Yes,4.5  out of 5,811,"+91 8861568945
+91 8178831745",BTM,Casual Dining,"Paneer Tikka, Pizza, Mocktails, Tandoori Aloo, Chowmein, Pasta Alfredo, Murgh Patiala","Continental, Mexican, Chinese, North Indian",800,400.0
calorie express,Yes,No,3.6  out of 5,193,+91 9663868626,BTM,Delivery,Chicken Sandwich,Healthy Food,450,225.0
barbeque delight,Yes,No,3.8  out of 5,66,+91 9538670393,Koramangala 5th Block,Casual Dining,"Tandoori Chicken, Paratha","Arabian, Kerala, North Indian, Chinese, BBQ",800,400.0
bangaliana,Yes,No,3.9  out of 5,454,080 25711058,Koramangala 7th Block,Casual Dining,"Sea Food, Bhetki Paturi, Chicken Dak Bunglow, Prawn, Rasgulla, Potato Curry, Mishti Doi",Bengali,600,300.0
basmati delights,Yes,No,4.0  out of 5,870,"080 65996599
+91 9141111222",BTM,Delivery,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",500,250.0
healthie,Yes,No,3.9  out of 5,107,"080 41202278
+91 7829745705",Koramangala 7th Block,Delivery,"Chicken Grill, Sandwich","Healthy Food, Beverages",600,300.0
bite me cupcakes,Yes,No,4.1  out of 5,192,"+91 7259032026
+91 8197810123",Koramangala 4th Block,Dessert Parlor,"Cup Cake, Chocolate Cake",Desserts,300,150.0
pappu chaiwalla,Yes,No,3.1  out of 5,89,080 49721444,BTM,Quick Bites,"Ginger Chai, Ginger Tea, Pakoda, Paratha, Maggi, Pav Bhaji, Sulemani Chai","North Indian, Momos, Rolls, Fast Food",300,150.0
anda ka funda,Yes,No,3.2  out of 5,64,+91 9902666308,BTM,Quick Bites,"Paratha, Rolls, Roti","North Indian, Chinese, Rolls",250,125.0
fritz haber,Yes,No,4.0  out of 5,403,+91 9632166833,HSR,Dessert Parlor,"Ice Cream Roll, Nitrogen Ice Cream, Roasted Almonds, Salted Caramel","Ice Cream, Desserts",450,225.0
tawa ghar ka,Yes,No,3.8  out of 5,331,"+91 7259590034
+91 8197906235",HSR,Quick Bites,"Mushroom Masala, Thali, Aloo Paratha, Roti, Samosa, Panneer Butter Masala",North Indian,350,175.0
punjabi swag,Yes,No,3.9  out of 5,705,"+91 9902920892
+91 9902820893",BTM,Casual Dining,"Lassi, Murgh Lababdar, Chaap, Patiala Paneer, Butter Chicken, Butter Paneer, Chicken Rara",North Indian,500,250.0
tetto,Yes,No,3.7  out of 5,130,"+91 8025634444
+91 8861036118",Koramangala 1st Block,"Casual Dining, Bar","Burgers, Cocktails, Mushroom Nuggets, Draught Beer, Fish Fingers",Continental,1200,600.0
om made cafe,No,No,4.1  out of 5,2733,"080 43024010
080 25533369",Koramangala 5th Block,Cafe,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti","Cafe, Continental, European, Juices",1300,650.0
chung wah,Yes,No,4.0  out of 5,314,"080 41607888
080 41607999",Koramangala 5th Block,Casual Dining,"Noodles, Hunan Chicken, Momos, Spring Roll, Wonton Soup, Chicken Butter Garlic, Fried Rice Chicken","Chinese, Thai, Momos, Vietnamese",800,400.0
firangi bake,Yes,No,4.0  out of 5,70,+91 7710090007,Koramangala 8th Block,Delivery,"Lasagne, Chicken Masala, Garlic Bread","Mexican, Italian",600,300.0
axomi - taste of assam,Yes,No,4.1  out of 5,614,"+91 9620664830
+91 8861961633",Koramangala 7th Block,Casual Dining,"Thali, Duck Curry, Fish, Brinjal Fry, Aloo Pitika, Chicken Curry, Lime Soda",Assamese,500,250.0
beer adda,Yes,Yes,4.3  out of 5,549,"080 41106602
+91 9902888658",Koramangala 5th Block,"Casual Dining, Pub","Sea Food, Burgers, Onion Rings, Non Veg Thali, Craft Beer, Roti, Pizza","North Indian, Chinese, Pizza",1000,500.0
shagun sweets & foods,Yes,No,3.5  out of 5,221,"080 42277117
+91 9108457117",BTM,"Sweet Shop, Quick Bites","Chaat, Chole Bhature, Raj Kachori, Thali, Rasmalai, Paratha, Pav Bhaji","Mithai, North Indian, Street Food, Chinese",400,200.0
mani's dum biryani,Yes,No,3.9  out of 5,375,"080 43006111
+91 9606441692",Koramangala 1st Block,Casual Dining,"Vegetable Biryani, Chicken Biryani, Raita, Chicken Kebab, Hyderabadi Biryani, Fish Biryani, Paneer Biryani",Biryani,750,375.0
1000 b.c,Yes,No,3.2  out of 5,49,+91 9620946663,Koramangala 5th Block,Quick Bites,"Shawarma, Sandwiches","Arabian, Sandwich, Rolls, Burger",300,150.0
tenzin kitchen,Yes,No,4.2  out of 5,532,+91 9731453282,Koramangala 7th Block,Quick Bites,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli","Tibetan, Chinese, Momos",450,225.0
lot like crepes,Yes,No,4.6  out of 5,1026,"+91 9742293475
080 65650566",Koramangala 7th Block,"Cafe, Dessert Parlor","Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe","Cafe, Desserts, Continental",550,275.0
el salver,Yes,Yes,3.9  out of 5,74,+91 9916802277,BTM,Casual Dining,Fish Curry,"North Indian, Chinese, South Indian",900,450.0
the mylapore cafe,Yes,No,4.1  out of 5,121,080 41472414,HSR,Quick Bites,"Masala Dosa, Pongal, Filter Coffee, Tea, Idli","South Indian, Kerala",200,100.0
tibetan mother's kitchen,Yes,No,4.0  out of 5,960,"+91 8041739260
+91 8553085570",Koramangala 7th Block,Casual Dining,"Momos, Noodles, Thukpa, Honey Chilli Potatoes, Chicken Thupka, Pork Chilli, Crispy Honey Chicken","Tibetan, Chinese, Momos",500,250.0
koramangala social,Yes,No,4.6  out of 5,4694,"080 43723295
080 43723095",Koramangala 7th Block,Lounge,"Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha","American, North Indian, Chinese, Finger Food",1500,750.0
min mini punjabi dhaba,Yes,No,3.9  out of 5,85,+91 9243493482,Koramangala 7th Block,Quick Bites,"Dal Makhani, Amritsari Kulcha",North Indian,400,200.0
kumarakom,Yes,Yes,3.8  out of 5,1167,080 49653501,HSR,Casual Dining,"Egg Roast, Appam, Fish, Sea Food, Chicken Curry, Chicken Stew, Beef Fry","Kerala, Seafood, South Indian, North Indian, Chinese",600,300.0
wafl co,Yes,No,4.2  out of 5,53,080 43758178,Koramangala 5th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle","Desserts, Beverages",400,200.0
bearfoot cafe,Yes,No,4.2  out of 5,177,+91 8904044405,Koramangala 6th Block,Cafe,"Cappuccino, Burgers, Fish, Pizza, Coffee, White Sauce Pasta, Fries",Cafe,600,300.0
belgian waffle factory,Yes,No,4.8  out of 5,189,+91 9481511911,Koramangala 5th Block,Dessert Parlor,"Nachos, Chocolate Waffles, Nutella Waffle, Salsa, Oreo Waffle",Desserts,400,200.0
chowpatty,Yes,No,3.6  out of 5,95,+91 9137367474,Koramangala 1st Block,Quick Bites,"Pav Bhaji, Dabeli, Paratha, Raj Kachori, Vada Pav","North Indian, Fast Food, Street Food",300,150.0
dinepost9,Yes,No,3.9  out of 5,226,+91 8197326836,Koramangala 1st Block,Delivery,"Tandoori Chicken, Panneer Butter Masala, Butter Naan, Kheer","North Indian, South Indian, Chinese, Continental",450,225.0
fresh pressery cafe,Yes,No,4.1  out of 5,141,080 41724989,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast, Pasta","Cafe, Healthy Food, Salad, Beverages, Desserts",1200,600.0
dev's gugababa,Yes,No,3.5  out of 5,177,"+91 9731495358
+91 9880417284",BTM,Quick Bites,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto","Bengali, North Indian, Chinese",500,250.0
naati manae,Yes,Yes,3.9  out of 5,485,"080 41116661
080 41136661",Koramangala 5th Block,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry","North Indian, South Indian, Chinese, Biryani",700,350.0
under the tree,Yes,No,3.0  out of 5,64,"080 25351493
+91 9740197320",Domlur,Dessert Parlor,Sandwich,"Desserts, Juices, Fast Food",200,100.0
waffle magic,Yes,No,4.1  out of 5,87,080 49652808,Koramangala 6th Block,Cafe,Waffles,"Cafe, Desserts",700,350.0
sree krishna kafe,Yes,No,4.2  out of 5,972,"080 41104345
+91 8197156368",Koramangala 5th Block,Quick Bites,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",South Indian,200,100.0
the paramount hotel,Yes,No,3.6  out of 5,242,"+91 9743540000
+91 9743570000",Koramangala 5th Block,Casual Dining,"Chicken Grill, Biryani, Shawarma","North Indian, Seafood, Biryani, Kerala",1000,500.0
grigliato,Yes,No,3.9  out of 5,717,"080 25726660
080 65704412",HSR,Casual Dining,"Beer, Steak, Burgers, Fritters, Caramel Custard, Pasta Alfredo, Pizza","Italian, Chinese, Continental, Steak",1000,500.0
house stark cafe,Yes,No,3.9  out of 5,46,+91 9538735364,HSR,Cafe,Fries,"Cafe, Desserts, Fast Food, Burger",300,150.0
mitran da junction,Yes,No,4.1  out of 5,322,+91 8043717046,Koramangala 6th Block,Quick Bites,"Butter Chicken, Dal Makhani, Roti, Tangdi Kabab, Panneer Butter Masala",North Indian,600,300.0
makers of milkshakes,Yes,No,4.2  out of 5,56,+91 7411568300,Koramangala 5th Block,Beverage Shop,"Vanilla Ice Cream, Chocolate Milkshake",Beverages,400,200.0
1722 urban bistro,Yes,Yes,4.1  out of 5,222,"080 43714030
+91 8151979797",Koramangala 5th Block,Casual Dining,"Burgers, Pasta, Pizza, Biryani, Veg Burger, Chicken Burger, Chicken Lollipop","North Indian, Chinese, Fast Food, Biryani",600,300.0
curry leaves,Yes,No,3.8  out of 5,232,"+91 9845045212
080 22444446",Jayanagar,Casual Dining,"Andhra Meal, Vegetable Biryani, Veg Thali, Chicken Chettinad, French Chicken, Manchurian","Andhra, North Indian, Chinese",600,300.0
faasos,Yes,No,3.9  out of 5,443,+91 7700020020,BTM,Quick Bites,"Rolls, Chicken Mayo, Bbq Chicken, Chocolate Fantasy, Paneer Roll, Fiery Paneer Tikka, Chicken Wrap","North Indian, Biryani, Fast Food",500,250.0
nanna munna paratha house,Yes,No,4.0  out of 5,109,"+91 8088120161
+91 9738720798",BTM,Quick Bites,"Paratha, Palak Paneer",North Indian,300,150.0
biryani miya,Yes,No,3.8  out of 5,39,080 45128812,Koramangala 4th Block,Delivery,Biryani,"Biryani, North Indian",600,300.0
desipun,Yes,Yes,4.2  out of 5,344,+91 9108182190,Koramangala 5th Block,Casual Dining,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",North Indian,700,350.0
little kolkata,Yes,No,3.9  out of 5,97,"+91 7349514383
+91 9535415192",Ejipura,Quick Bites,"Chicken Curry, Fish, Thali, Rolls, Rasgulla, Chicken Biryani","Bengali, North Indian",500,250.0
baba chatkora,Yes,No,4.2  out of 5,823,"+91 9945640717
+91 9886484223",Koramangala 6th Block,Casual Dining,"Matka Lassi, Paneer Tikka, Chole, Shikanji, Onion Kulcha, Malai Chaap, Soya Chaap",North Indian,1000,500.0
wat-a-burger!,Yes,No,3.9  out of 5,111,"+91 8496033111
+91 8496033999",Jayanagar,Quick Bites,"Burgers, Tea, Ferrero Rocher, Sandwich, French Fries","Burger, Sandwich, Beverages",500,250.0
a hole lotta love cafe,Yes,No,4.3  out of 5,2873,"080 25522562
+91 9611031867",Koramangala 5th Block,Cafe,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta","Cafe, American, Burger, Sandwich, Beverages",600,300.0
kick out the jams,Yes,No,4.0  out of 5,529,+91 9900831191,Ejipura,Delivery,"Burgers, Pizza, Bacon Burger, Wings, Cheesecake, Chicken Burger, Pepperoni","Burger, American, Italian",350,175.0
stoner,Yes,No,4.5  out of 5,2620,"080 41253030
+91 9849012123",Koramangala 5th Block,"Dessert Parlor, Cafe","Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,250.0
sector 7 cafãâãâãâãâãâãâãâãâ©,Yes,No,4.3  out of 5,1105,+91 8041697171,HSR,Cafe,"Pizza, Pancakes, Pasta, Burgers, Buffalo Wings, Peri Peri Chicken Steak, Latte","Cafe, Continental, Pizza, Salad",700,350.0
gkt biryani world,Yes,No,3.7  out of 5,84,"+91 9611333704
+91 8884939137",HSR,Quick Bites,"Pizza, Chicken Biryani","Biryani, Italian, BBQ",350,175.0
domino's pizza,Yes,No,4.0  out of 5,567,"080 25528888
18602100000",Koramangala 6th Block,Quick Bites,"Pizza, Barbeque Chicken","Pizza, Fast Food",400,200.0
tall blonde french,Yes,No,4.3  out of 5,726,+91 9880614444,Koramangala 5th Block,Quick Bites,"French Fries, Peri Peri Fries, Cup Cake, Potato Fries, Fried Cheese, Chicken Fries, Mexican Fries",Fast Food,400,200.0
biriyani zone,Yes,No,3.9  out of 5,670,"+91 9980000887
+91 9980000744",HSR,Casual Dining,"Sea Food, Vegetable Biryani, Mushroom Manchurian, Hyderabadi Biryani, Chicken Biryani, Mutton Biryani, Chicken Guntur","Biryani, North Indian, Chinese, Seafood",800,400.0
keventers,Yes,No,4.0  out of 5,169,080 48534097,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut","Desserts, Beverages, Ice Cream",400,200.0
cucumber town,Yes,No,4.2  out of 5,310,"+91 8884566443
+91 8043365726",BTM,Delivery,"Appam, Chicken Biryani, Kizhi Biryani, Kuluki Sarbat, Panneer Butter Masala, Meen Pollichathu, Vellarikka Pattanam","Kerala, North Indian",600,300.0
meenu oota da maane,Yes,Yes,4.2  out of 5,296,"+91 7892603959
+91 9916286565",Koramangala 5th Block,Casual Dining,"Sea Food, Neer Dosa, Fish Curry, Chicken Thali, Crab Ghee Roast, Squid Ghee Roast, Murgh Ghee Roast","Seafood, Mangalorean, Chinese",800,400.0
kuttanadu,Yes,No,2.8  out of 5,261,"080 42114333
+91 8095983146",HSR,Casual Dining,"Pothichoru, Kerala Parotta, Beef Fry, Vegetable Stew, Chicken Curry, Paratha, Biryani","Kerala, Chinese, Seafood, North Indian",700,350.0
gam's delicacy,Yes,Yes,4.2  out of 5,325,"080 64555224
+91 9742818247",Koramangala 7th Block,Casual Dining,"Fish, Veg Thali, Bamboo Shoot Pork, Pork Fry, Kheer, Pork Thali, Clear Soup","North Indian, Chinese, Assamese",800,400.0
pizza stop,Yes,No,3.2  out of 5,166,080 43704050,Domlur,Quick Bites,"Pasta, Supreme Pizza, Thin Crust Pizza, Cheesy Garlic Bread","Pizza, Italian",600,300.0
nagarjuna,No,No,4.3  out of 5,2304,"+91 7204216000
+91 7204217000",Koramangala 5th Block,Casual Dining,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani","Andhra, North Indian, Biryani",800,400.0
bonsouth,Yes,Yes,4.2  out of 5,2620,080 49652934,Koramangala 5th Block,Casual Dining,"Coconut Payassam, Seafood Soup, Fish, Filter Kaapi, Tender Coconut Payasam, Mutton Curry, Mysore Masala Dosa","Chettinad, Andhra, Kerala",1300,650.0
barbeque station,Yes,No,2.8  out of 5,152,"+91 9739594937
080 40979004",Koramangala 7th Block,Casual Dining,"Biryani, Butter Naan","North Indian, Chinese, BBQ",700,350.0
lucknowiz,Yes,No,3.5  out of 5,323,"+91 8861997764
+91 7259617123",Koramangala 1st Block,Quick Bites,"Tikki, Chicken Tikka, Chicken Biryani, Thali, Shammi Kebab Roll, Rumali Roti, Nihari","Lucknowi, Chinese",500,250.0
southinn,Yes,No,3.8  out of 5,191,"00 08025720213
+91 9686967908",HSR,Quick Bites,"Vada, Idli, Masala Dosa, Filter Coffee, Tea, Sandwiches","South Indian, Fast Food, Chinese, North Indian, Street Food",250,125.0
nasi and mee,Yes,Yes,4.4  out of 5,2394,080 49653462,Koramangala 4th Block,Casual Dining,"Salads, Shitake Mushrooms, Noodles, Dumplings, Nasi Goreng, Crispy Corn, Vegetarian","Malaysian, Thai, Singaporean, Asian, Chinese, Momos",1000,500.0
house of commons,No,Yes,4.7  out of 5,4442,080 45128604,Koramangala 5th Block,Bar,"Cocktails, Chaap, Tandoori Chicken, Mocktails, Beer, Ghee Roast Mutton, Martini","Continental, Asian, North Indian",1000,500.0
sweet truth,Yes,No,4.2  out of 5,50,+91 7710055553,Koramangala 8th Block,Delivery,"Cheesecake, Chocolate Fantasy, Chocolate Cake, Chocolate Decadence, Brownie, Red Velvet, Chocolava Cake","Bakery, Desserts",500,250.0
habibi falafel,Yes,No,4.3  out of 5,221,"+91 7022311777
+91 8041225899",Koramangala 1st Block,Quick Bites,"Baklava, Falafel Roll, Falafel Plate, Pita Bread, Mint Lemonade, Pita Pocket, Pomegranate Juice","Lebanese, Middle Eastern",300,150.0
sweet chariot,Yes,No,4.0  out of 5,186,"080 41216704
080 41216705",Koramangala 7th Block,"Bakery, Dessert Parlor","Donut, Chocolate Mousse, Chocolate Cake, Cheesecake, Chicken Wings","Bakery, Fast Food",500,250.0
cravy wings,Yes,No,4.2  out of 5,289,"080 26651666
+91 8095050528",Bannerghatta Road,Quick Bites,"Burgers, Chicken Popcorn, Peri Peri Chicken, Wings, Peri Peri Burger, Fries, Crunchy Veg Burger","American, Burger, Fast Food",400,200.0
fillers,Yes,No,3.9  out of 5,139,+91 9663577118,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal","North Indian, Fast Food",300,150.0
the house of paratha,Yes,No,3.7  out of 5,69,"080 25505318
+91 9886077960",Koramangala 5th Block,Quick Bites,Cheese Paratha,North Indian,200,100.0
